HOSTNAME,HOSTSTATE,MACHINETYPE,IPADDR,NETMASK,GATEWAY,CUSTOMER,CONTRACT,SOURCE,VLAN,DESCRIPTION
"SSISBEDB4029","Disposed","Vmachine with HW Failover","10.199.18.209","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBEDB4029","Disposed","Vmachine with HW Failover","10.126.172.95","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDBI4029"
"SSISBEDB4029","Disposed","Vmachine with HW Failover","10.126.172.96","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDBI4030"
"SSISBEDB4031","Up","Vmachine with HW Failover","10.126.172.14","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDB4030"
"SSISBEDB4031","Up","Vmachine with HW Failover","10.199.18.71","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDB4030_ADMIN"
"SSISBEDB4031","Up","Vmachine with HW Failover","192.168.146.71","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDB4030_BACKUP"
"SSISBEDB4031","Up","Vmachine with HW Failover","10.199.18.71","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4031","Up","Vmachine with HW Failover","fe80::f5c3:d731:684c:5ee7 10.126.172.14","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4031","Up","Vmachine with HW Failover","192.168.146.71","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4031","Up","Vmachine with HW Failover","10.199.18.71","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4031","Up","Vmachine with HW Failover","10.126.172.14","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4031","Up","Vmachine with HW Failover"," fe80::f5c3:d731:684c:5ee7","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4031","Up","Vmachine with HW Failover","192.168.146.71","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4032","Transition","Vmachine with HW Failover","10.126.161.25","255.255.255.0","10.126.161.1","Atlas Copco","Atlas SQL Hotel","Manual entry","","PROD"
"SSISBEDB4032","Transition","Vmachine with HW Failover","10.199.17.99","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4032","Transition","Vmachine with HW Failover","10.126.161.25","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_857",""
"SSISBEDB4032","Transition","Vmachine with HW Failover","192.168.16.119","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_2517",""
"SSISBEDB4032","Transition","Vmachine with HW Failover","10.199.17.99","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4032","Transition","Vmachine with HW Failover","10.126.161.25","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4032","Transition","Vmachine with HW Failover","192.168.16.119","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4033","Transition","Vmachine with HW Failover","10.126.161.26","255.255.255.0","10.126.161.1","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PROD"
"SSISBEDB4033","Transition","Vmachine with HW Failover","10.199.16.42","255.255.252.0","10.199.16.1","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBEDB4033","Transition","Vmachine with HW Failover","192.168.17.99","255.255.252.0","192.168.16.1","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"SSISBEDB4033","Transition","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_857",""
"SSISBEDB4033","Transition","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4033","Transition","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_2517",""
"SSISBEDB4033","Transition","Vmachine with HW Failover","10.126.161.26","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4033","Transition","Vmachine with HW Failover","192.168.17.99","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4033","Transition","Vmachine with HW Failover","fe80::8c69:a3c3:64e9:3484%7","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4033","Transition","Vmachine with HW Failover","10.199.16.42","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4033","Transition","Vmachine with HW Failover","fe80::2c4c:872b:cb81:e28a%8","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4050","Up","Vmachine with HW Failover","10.199.18.28","","","Atlas Copco","Atlas SQL Hotel","Manual entry","",""
"SSISBEDB4050","Up","Vmachine with HW Failover","192.168.146.28","","","Atlas Copco","Atlas SQL Hotel","Manual entry","",""
"SSISBEDB4050","Up","Vmachine with HW Failover","10.26.14.200","","","Atlas Copco","Atlas SQL Hotel","Manual entry","",""
"SSISBEDB4050","Up","Vmachine with HW Failover","10.26.14.207","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4051"
"SSISBEDB4050","Up","Vmachine with HW Failover","10.26.14.189","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4050"
"SSISBEDB4050","Up","Vmachine with HW Failover","10.26.14.62","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4052"
"SSISBEDB4050","Up","Vmachine with HW Failover","10.199.18.28","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4050","Up","Vmachine with HW Failover","192.168.146.28","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4050","Up","Vmachine with HW Failover","10.26.14.62 10.26.14.189 10.26.14.200 10.26.14.207","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_556",""
"SSISBEDB4050","Up","Vmachine with HW Failover","10.199.18.28","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4050","Up","Vmachine with HW Failover","192.168.146.28","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4050","Up","Vmachine with HW Failover","10.26.14.207","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4050","Up","Vmachine with HW Failover","10.26.14.200","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4050","Up","Vmachine with HW Failover","10.26.14.189","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4050","Up","Vmachine with HW Failover","10.26.14.62","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.199.18.29","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","ADMIN"
"SSISBEDB4055","Up","Vmachine with HW Failover","192.168.146.29","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","BACKUP"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.201","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.206","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.216","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4062"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.222","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.205","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4059 (ILM V2)"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.210","","","Atlas Copco","Atlas SQL Hotel","Manual entry",""," SSISBEDBI4061 (CT STANDARDS)"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.203","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4058"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.202","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4057"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.204","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4056"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.222","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4055"
"SSISBEDB4055","Up","Vmachine with HW Failover","10.199.18.29","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4055","Up","Vmachine with HW Failover","192.168.146.29","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.201 10.26.14.202 10.26.14.203 10.26.14.204 10.26.14.205 10.26.14.206 10.26.14.210 10.26.14.216 10.26.14.222","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_556",""
"SSISBEDB4055","Up","Vmachine with HW Failover","192.168.146.29","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.222","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.216","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.210","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.206","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.205","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.204","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.203","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.202","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.26.14.201","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4055","Up","Vmachine with HW Failover","10.199.18.29","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4060","Up","Vmachine with HW Failover","10.26.17.83","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"SSISBEDB4060","Up","Vmachine with HW Failover","10.26.17.135","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"SSISBEDB4060","Up","Vmachine with HW Failover","10.199.18.155","","","Atlas Copco","Atlas Speed","Manual entry","","ADMIN"
"SSISBEDB4060","Up","Vmachine with HW Failover","192.168.146.155","","","Atlas Copco","Atlas Speed","Manual entry","","BACKUP"
"SSISBEDB4060","Up","Vmachine with HW Failover","10.26.17.83 10.26.17.135","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_561",""
"SSISBEDB4060","Up","Vmachine with HW Failover","10.199.18.155","","","Atlas Copco","Atlas Speed","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4060","Up","Vmachine with HW Failover","192.168.146.155","","","Atlas Copco","Atlas Speed","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4060","Up","Vmachine with HW Failover","192.168.146.155","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBEDB4060","Up","Vmachine with HW Failover","10.199.18.155","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBEDB4060","Up","Vmachine with HW Failover","10.26.17.135","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBEDB4060","Up","Vmachine with HW Failover"," 10.26.17.83","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBEDB4061","Up","Basic Vmachine","10.26.17.91","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"SSISBEDB4061","Up","Basic Vmachine","10.26.17.136","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"SSISBEDB4061","Up","Basic Vmachine","10.199.18.156","","","Atlas Copco","Atlas Speed","Manual entry","","ADMIN"
"SSISBEDB4061","Up","Basic Vmachine","192.168.18.156","","","Atlas Copco","Atlas Speed","Manual entry","","BACKUP"
"SSISBEDB4061","Up","Basic Vmachine","10.26.17.91 10.26.17.136","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_561",""
"SSISBEDB4061","Up","Basic Vmachine","10.199.18.156","","","Atlas Copco","Atlas Speed","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4061","Up","Basic Vmachine","192.168.18.156","","","Atlas Copco","Atlas Speed","VMWare","BACKUP_VLAN_2517",""
"SSISBEDB4061","Up","Basic Vmachine","10.199.18.156","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBEDB4061","Up","Basic Vmachine","192.168.18.156","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBEDB4061","Up","Basic Vmachine","10.26.17.136","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBEDB4061","Up","Basic Vmachine"," 10.26.17.91","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBEDB4065","Up","Vmachine with HW Failover","10.126.172.104","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBEDB4065","Up","Vmachine with HW Failover","10.126.172.103","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBEDB4065","Up","Vmachine with HW Failover","192.168.144.164","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBEDB4065","Up","Vmachine with HW Failover","10.199.16.53","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBEDB4065","Up","Vmachine with HW Failover","10.199.16.53","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4065","Up","Vmachine with HW Failover","192.168.144.164","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4065","Up","Vmachine with HW Failover","10.126.172.103 10.126.172.104","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4065","Up","Vmachine with HW Failover","10.126.172.104","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4065","Up","Vmachine with HW Failover","10.126.172.103","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4065","Up","Vmachine with HW Failover","192.168.144.164","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4065","Up","Vmachine with HW Failover","10.199.16.53","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.185","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDB4070"
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.186","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDBI4070"
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.187","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDBI4071"
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.188","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDBI4072"
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.189","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDBI4073"
"SSISBEDB4070","Up","Vmachine with HW Failover","10.199.18.240","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.185 10.126.172.192","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.186","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.187","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4070","Up","Vmachine with HW Failover","fe80::8969:5d8e:f3a8:cfaa 10.126.172.188","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4070","Up","Vmachine with HW Failover","fe80::d5d8:71e4:c615:9893 10.126.172.189","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4070","Up","Vmachine with HW Failover","192.168.18.240","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_2517",""
"SSISBEDB4070","Up","Vmachine with HW Failover","192.168.18.240","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.192","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.185","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.199.18.240","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.189","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4070","Up","Vmachine with HW Failover","fe80::d5d8:71e4:c615:9893%4","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.187","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.188","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4070","Up","Vmachine with HW Failover","fe80::8969:5d8e:f3a8:cfaa%13","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4070","Up","Vmachine with HW Failover","10.126.172.186","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4074","Up","Vmachine with HW Failover","10.126.172.190","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDB4074"
"SSISBEDB4074","Up","Vmachine with HW Failover","10.126.172.191","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4074"
"SSISBEDB4074","Up","Vmachine with HW Failover","10.126.172.192","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4075"
"SSISBEDB4074","Up","Vmachine with HW Failover","10.126.172.193","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDB4076"
"SSISBEDB4074","Up","Vmachine with HW Failover","10.126.172.194","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4077"
"SSISBEDB4074","Up","Vmachine with HW Failover","10.126.172.190 10.126.172.191 10.126.172.193","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_555",""
"SSISBEDB4074","Up","Vmachine with HW Failover","10.199.18.239","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4074","Up","Vmachine with HW Failover","192.168.18.239","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_2517",""
"SSISBEDB4074","Up","Vmachine with HW Failover","10.126.172.193","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4074","Up","Vmachine with HW Failover","10.126.172.191","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4074","Up","Vmachine with HW Failover","10.126.172.190","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4074","Up","Vmachine with HW Failover","10.199.18.239","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4074","Up","Vmachine with HW Failover","192.168.18.239","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4078","Up","Vmachine with HW Failover","10.126.172.213","255.255.255.0,255.255.255.0","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4078"
"SSISBEDB4078","Up","Vmachine with HW Failover","10.126.172.212","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","PRODUCTION"
"SSISBEDB4078","Up","Vmachine with HW Failover","10.199.18.242","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","ADMIN"
"SSISBEDB4078","Up","Vmachine with HW Failover","192.168.146.241","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","BACKUP"
"SSISBEDB4078","Up","Vmachine with HW Failover","fe80::1d0e:e76c:30d9:1dc9 10.126.172.212 10.126.172.213","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_555",""
"SSISBEDB4078","Up","Vmachine with HW Failover","10.199.18.242","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4078","Up","Vmachine with HW Failover","192.168.146.241","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4078","Up","Vmachine with HW Failover","192.168.146.241","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4078","Up","Vmachine with HW Failover","10.126.172.213","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4078","Up","Vmachine with HW Failover","10.126.172.212","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4078","Up","Vmachine with HW Failover","fe80::1d0e:e76c:30d9:1dc9%6","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4078","Up","Vmachine with HW Failover","10.199.18.242","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4080","Up","Hardware Machine","10.26.14.217","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4085 ERP for small CC"
"SSISBEDB4080","Up","Hardware Machine","10.26.14.211","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4082 * Transform Content Centre Application db"
"SSISBEDB4080","Up","Hardware Machine","10.26.14.209 ","2","3","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4081 * Dealermgt system DB's"
"SSISBEDB4080","Up","Hardware Machine","10.26.14.223","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4080 SharePoint customer Portal "
"SSISBEDB4080","Up","Hardware Machine","10.199.18.104","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","ADMIN"
"SSISBEDB4080","Up","Hardware Machine","10.26.14.208","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDB4080"
"SSISBEDB4080","Up","Hardware Machine","10.26.14.223","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4080","Up","Hardware Machine","192.168.146.104","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","BACKUP"
"SSISBEDB4080","Up","Hardware Machine","fe80::483:1bda:b5af:f1a1 10.199.18.104","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4080","Up","Hardware Machine","fe80::8dba:cd8b:4a19:df9c 10.26.14.208 10.26.14.209 10.26.14.211 10.26.14.223","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_556",""
"SSISBEDB4080","Up","Hardware Machine","192.168.146.104","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4080","Up","Hardware Machine","10.199.18.104","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4080","Up","Hardware Machine","fe80::483:1bda:b5af:f1a1%2","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4080","Up","Hardware Machine","10.26.14.223","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4080","Up","Hardware Machine","10.26.14.211","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4080","Up","Hardware Machine","10.26.14.209","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4080","Up","Hardware Machine","10.26.14.208","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4080","Up","Hardware Machine","fe80::8dba:cd8b:4a19:df9c%5","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4080","Up","Hardware Machine","192.168.146.104","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4083","Up","Vmachine with HW Failover","10.199.18.125","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","ADMIN"
"SSISBEDB4083","Up","Vmachine with HW Failover","10.26.14.214","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4083","Up","Vmachine with HW Failover","192.168.146.125","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","BACKUP"
"SSISBEDB4083","Up","Vmachine with HW Failover","10.26.14.212","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4083"
"SSISBEDB4083","Up","Vmachine with HW Failover","fe80::1493:86cf:88e2:a7f4 10.199.18.125","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4083","Up","Vmachine with HW Failover","fe80::5059:7416:9f91:d141 10.26.14.212 10.26.14.214","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_556",""
"SSISBEDB4083","Up","Vmachine with HW Failover","fe80::7dae:31c4:ae97:859d 192.168.146.125","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4083","Up","Vmachine with HW Failover","192.168.146.125","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4083","Up","Vmachine with HW Failover","fe80::7dae:31c4:ae97:859d%3","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4083","Up","Vmachine with HW Failover","10.26.14.214","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4083","Up","Vmachine with HW Failover","10.26.14.212","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4083","Up","Vmachine with HW Failover","fe80::5059:7416:9f91:d141%8","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4083","Up","Vmachine with HW Failover","10.199.18.125","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4083","Up","Vmachine with HW Failover","fe80::1493:86cf:88e2:a7f4%2","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4084","Up","Vmachine with HW Failover","10.199.18.126","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","ADMIN"
"SSISBEDB4084","Up","Vmachine with HW Failover","10.26.14.215","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4084","Up","Vmachine with HW Failover","192.168.146.126","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","BACKUP"
"SSISBEDB4084","Up","Vmachine with HW Failover","10.26.14.213","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4084"
"SSISBEDB4084","Up","Vmachine with HW Failover","fe80::4062:1232:27c6:449c 10.199.18.126","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4084","Up","Vmachine with HW Failover","fe80::58e1:5f9f:c84b:6f8 10.26.14.213 10.26.14.215","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_556",""
